Theta,Tajima.D,Tajima.Pi,Segregating.Sites,Max.Pairwise.Difference,Max.Pairwise.Difference.Excluding.Ambiguous,Max.Variable.Block.Length,Max.Variable.Block.Length.Excluding.Ambiguous,Min.Pairwise.Difference,Min.Pairwise.Difference.Excluding.Ambiguous
0.1840554,162,0.8557143,0.2323338,89,159,162,162,2,3
0.1829192,161,0.5624557,0.2144613,82,158,150,67,1,1
0.1840554,162,0.8457088,0.2317693,81,159,162,76,1,2
0.1840554,162,1.191116,0.2512568,89,161,162,59,1,4
0.1840554,162,0.9348437,0.2367982,84,158,162,84,1,2
0.1840554,162,0.3506564,0.203839,77,158,162,57,0,0
0.1840554,162,0.9695249,0.2387549,84,160,162,78,0,1
0.1840554,162,0.6962893,0.2233393,85,158,162,49,0,0
0.1840554,162,0.8128034,0.2299129,83,159,162,44,0,0
0.1840554,162,0.8527325,0.2321656,89,159,162,110,0,1
0.1840554,162,1.003,0.2406435,82,159,162,148,0,1
0.1829192,161,1.053507,0.2419991,89,158,144,144,1,1
0.1840554,162,1.07989,0.2449816,86,158,162,138,1,1
0.1840554,162,1.357168,0.2606253,91,160,162,153,0,0
0.1840554,162,0.8900642,0.2342718,90,160,162,58,0,2
0.1840554,162,0.7491394,0.226321,82,158,162,70,0,1
0.1840554,162,0.4462054,0.2092298,74,159,162,74,0,0
0.1840554,162,0.3223363,0.2022412,81,158,162,42,1,2
0.1829192,161,0.6861019,0.2213953,86,160,150,82,0,0
0.1829192,161,0.6352782,0.2185451,87,157,149,65,0,2
0.1840554,162,0.6948448,0.2232578,87,158,162,96,0,0
0.1840554,162,0.6487533,0.2206573,82,160,162,61,0,1
0.1840554,162,0.678942,0.2223605,84,158,162,41,0,2
0.1840554,162,0.4081051,0.2070802,78,159,162,68,0,0
0.1840554,162,0.5644688,0.2159021,80,158,162,62,0,0
0.1840554,162,0.5437952,0.2147357,74,160,162,43,0,0
0.1829192,161,0.1381337,0.1906657,76,157,149,40,0,1
0.1840554,162,-0.1616107,0.1749375,68,157,162,31,0,0
0.1829192,161,0.06288478,0.1864458,75,157,150,41,1,1
0.1829192,161,0.1669321,0.1922807,74,158,149,44,0,0
0.1840554,162,-0.1352386,0.1764254,69,158,162,33,0,1
0.1840554,162,0.3710782,0.2049912,77,160,162,47,0,1
0.1840554,162,0.2810819,0.1999137,73,160,162,38,1,1
0.1840554,162,0.294427,0.2006666,83,159,162,59,0,0
0.1840554,162,-0.03938485,0.1818333,68,156,162,35,0,0
0.1840554,162,0.1363405,0.1917476,75,157,162,29,0,0
0.1840554,162,0.01441943,0.1848689,74,159,162,34,0,0
0.1840554,162,0.425068,0.2080373,77,160,162,41,0,0
0.1829192,161,0.2461408,0.1967226,72,157,117,28,0,1
0.1829192,161,0.02240713,0.1841758,72,156,151,43,0,1
0.1840554,162,0.3358271,0.2030024,75,158,162,30,0,0
0.1840554,162,0.3256626,0.2024289,75,161,162,99,1,1
0.1840554,162,0.4985917,0.2121854,77,160,162,80,0,0
0.1840554,162,0.2952751,0.2007145,74,158,162,70,0,1
0.1840554,162,0.3423605,0.203371,75,159,162,29,0,1
0.1840554,162,0.428169,0.2082122,81,161,162,113,0,0
0.1829192,161,0.6724493,0.2206297,80,158,144,77,0,1
0.1829192,161,0.2053565,0.1944355,74,157,149,28,0,0
0.1840554,162,0.4721269,0.2106923,81,158,162,85,0,1
0.1840554,162,0.8571588,0.2324153,82,160,162,75,1,1
0.1840554,162,0.8190717,0.2302665,81,160,162,48,0,1
0.1840554,162,1.214758,0.2525907,89,160,162,134,2,3
0.1840554,162,0.7198784,0.2246701,89,159,162,35,0,3
0.1840554,162,0.8945567,0.2345253,85,160,162,78,0,2
0.1840554,162,0.7776848,0.2279315,84,160,162,45,0,0
0.1840554,162,0.5960225,0.2176823,81,159,162,54,0,1
0.1840554,162,0.7606689,0.2269715,87,159,162,98,1,2
0.1840554,162,0.8094638,0.2297244,79,157,162,39,0,2
0.1840554,162,0.4449597,0.2091595,79,158,162,40,1,2
0.1840554,162,0.5307152,0.2139978,77,159,162,40,0,0
0.1840554,162,0.4563036,0.2097995,82,158,162,76,0,2
0.1840554,162,0.7780426,0.2279517,80,158,162,69,1,2
0.1840554,162,1.00691,0.2408641,92,160,162,78,1,1
0.1840554,162,0.3192485,0.202067,72,158,162,72,0,2
0.1840554,162,0.7145642,0.2243703,85,160,162,75,0,1
0.1840554,162,0.781528,0.2281483,87,158,162,128,0,1
0.1840554,162,1.170787,0.2501099,89,160,162,35,1,1
0.1840554,162,1.257537,0.2550042,90,161,162,110,0,0
0.1840554,162,1.374899,0.2616257,87,160,162,105,0,4
0.1840554,162,1.303642,0.2576054,90,160,162,159,1,1
0.1829192,161,1.273814,0.2543537,89,160,145,116,1,1
0.1840554,162,0.9913117,0.2399841,84,161,162,87,0,1
0.1840554,162,1.426742,0.2645506,89,159,162,155,1,1
0.1840554,162,1.200658,0.2517952,95,162,162,52,0,2
0.1840554,162,0.9902382,0.2399235,83,160,162,49,1,2
0.1840554,162,0.7672288,0.2273416,80,160,162,91,0,2
0.1840554,162,1.086596,0.2453599,92,160,162,97,0,1
0.1840554,162,1.174922,0.2503432,86,160,162,98,1,1
0.1840554,162,1.09179,0.245653,84,160,162,65,2,2
0.1840554,162,0.6398611,0.2201556,76,158,162,84,0,0
0.1829192,161,0.758231,0.2254402,84,158,151,50,0,1
0.1829192,161,0.3720935,0.2037859,71,157,144,66,0,0
0.1840554,162,0.6222355,0.2191612,85,160,162,103,0,0
0.1829192,161,0.1624657,0.1920302,74,155,144,37,0,0
0.1829192,161,0.3952388,0.2050839,77,156,120,32,0,0
0.1829192,161,0.2104495,0.1947211,84,157,145,51,0,0
0.1840554,162,-0.1398902,0.1761629,76,156,162,31,0,0
0.1817831,160,0.09862092,0.1872802,67,158,145,33,0,1
0.1829192,161,0.122468,0.1897872,71,159,145,34,0,0
0.1840554,162,0.2688236,0.1992221,85,158,162,47,0,0
0.1840554,162,0.2038078,0.195554,78,160,162,31,0,0
0.1840554,162,-0.2146861,0.171943,73,157,162,43,0,1
0.1840554,162,-0.4252119,0.1600654,66,155,162,32,0,0
0.1840554,162,0.1557816,0.1928444,73,159,162,36,0,0
0.1840554,162,0.2688501,0.1992236,82,160,162,74,0,0
0.1840554,162,0.5848508,0.217052,78,160,162,61,0,0
0.1829192,161,0.569962,0.2148823,80,159,149,33,0,1
0.1840554,162,0.08567697,0.1888892,75,158,162,44,0,1
0.1817831,160,-0.05326364,0.1788142,70,156,105,26,0,0
0.1840554,162,0.1952601,0.1950717,71,158,162,33,0,0
0.1840554,162,-0.2658532,0.1690562,67,156,162,27,0,0
0.1840554,162,0.1579417,0.1929663,73,159,162,41,0,0
0.1840554,162,0.05556778,0.1871905,76,160,162,54,0,0
0.1829192,161,-0.2648828,0.1680648,68,157,150,34,0,0
0.1829192,161,-0.3239994,0.1647496,73,157,149,34,0,0
0.1829192,161,-0.4141142,0.1596961,67,156,150,24,0,0
0.1829192,161,-0.5263743,0.1534006,58,157,149,21,0,0
0.1840554,162,-0.2843268,0.168014,70,156,162,42,0,0
0.1795108,158,-0.01041104,0.1789376,77,155,102,29,0,0
0.1829192,161,0.2717926,0.1981612,82,156,117,28,0,0
0.1840554,162,0.02040946,0.1852069,76,158,162,51,0,0
0.1840554,162,0.6276689,0.2194678,86,158,162,34,0,0
0.1840554,162,0.780269,0.2280773,88,159,162,69,0,1
0.1840554,162,0.4111001,0.2072492,82,159,162,42,0,1
0.1840554,162,0.3061287,0.2013268,76,159,162,49,0,0
0.1829192,161,0.2615666,0.1975877,76,158,150,90,0,1
0.1840554,162,0.6201416,0.2190431,87,160,162,30,0,0
0.1840554,162,0.4908789,0.2117502,78,159,162,52,0,0
0.1829192,161,0.5979203,0.2164501,90,157,150,33,0,1
0.1840554,162,0.8945965,0.2345275,89,161,162,86,0,0
0.1829192,161,0.6449043,0.219085,87,157,149,86,0,0
0.1840554,162,0.7604834,0.226961,88,159,162,89,0,2
0.1840554,162,1.083786,0.2452014,91,161,162,83,0,2
0.1829192,161,0.2912982,0.199255,78,156,151,50,0,0
0.1840554,162,0.8958289,0.2345971,89,161,162,62,0,1
0.1840554,162,0.4522352,0.20957,82,160,162,31,0,1
0.1840554,162,0.185957,0.1945469,72,158,162,59,0,1
0.1840554,162,0.1777273,0.1940826,75,157,162,29,0,0
0.1840554,162,0.4630888,0.2101823,82,159,162,49,0,0
0.1829192,161,0.4099846,0.2059109,73,158,150,51,0,0
0.1840554,162,0.7665396,0.2273027,84,160,162,74,0,1
0.1840554,162,0.7091705,0.224066,86,160,162,56,0,2
0.1840554,162,0.8774215,0.2335585,89,162,162,131,0,1
0.1840554,162,0.2978196,0.200858,84,154,162,49,0,1
0.1840554,162,1.085774,0.2453135,89,160,162,129,0,0
0.1840554,162,0.7159027,0.2244458,83,160,162,88,1,1
0.1840554,162,0.329413,0.2026405,78,157,162,98,0,0
0.1840554,162,0.4984327,0.2121764,77,160,162,88,0,1
0.1840554,162,1.055731,0.2436186,84,160,162,136,0,1
0.1840554,162,0.6577251,0.2211635,77,159,162,61,0,2
0.1840554,162,0.8586563,0.2324998,79,160,162,69,0,0
0.1840554,162,1.218045,0.2527761,89,159,162,162,1,2
0.1840554,162,1.414099,0.2638373,96,161,162,159,1,1
0.1840554,162,1.409991,0.2636055,89,161,162,162,1,4
0.1840554,162,1.345028,0.2599404,89,159,162,125,1,2
0.1840554,162,0.9174434,0.2358165,83,160,162,81,0,1
0.1840554,162,0.9553847,0.2379571,83,158,162,80,0,1
0.1840554,162,1.104605,0.246376,93,160,162,106,1,1
0.1840554,162,0.4014392,0.2067041,76,158,162,47,1,2
0.1829192,161,0.8615583,0.2312347,89,158,144,74,0,1
0.1829192,161,0.3338424,0.2016409,72,160,145,33,0,0
0.1840554,162,0.5416484,0.2146146,78,159,162,29,0,1
0.1840554,162,0.4638839,0.2102272,75,158,162,45,0,1
0.1840554,162,0.2089762,0.1958456,68,157,162,51,0,0
0.1829192,161,0.07283086,0.1870035,72,155,144,57,0,0
0.1840554,162,0.2173252,0.1963166,75,158,162,34,0,0
0.1840554,162,0.4852599,0.2114332,79,160,162,52,0,0
0.1840554,162,0.07360414,0.1882081,77,158,162,50,1,1
0.1840554,162,0.7115559,0.2242006,95,161,162,63,1,1
0.1840554,162,0.5334054,0.2141495,87,159,162,87,0,1
0.1840554,162,0.117615,0.1906911,73,157,162,63,0,1
0.1829192,161,0.2461408,0.1967226,75,157,117,58,0,1
0.1840554,162,0.2122098,0.196028,72,161,162,23,0,1
0.1840554,162,0.4808071,0.211182,85,160,162,48,0,1
0.1817831,160,0.6835435,0.2198835,79,159,109,46,0,2
0.1840554,162,0.3777971,0.2053703,72,157,162,46,0,1
0.1840554,162,0.5000892,0.2122699,85,159,162,36,0,2
0.1840554,162,0.3407702,0.2032813,75,159,162,50,0,1
0.1840554,162,0.8090265,0.2296998,89,161,162,56,0,0
0.1840554,162,0.7667782,0.2273162,83,160,162,39,0,2
0.1840554,162,0.794767,0.2288953,84,157,162,59,0,0
0.1840554,162,0.5757995,0.2165414,86,159,162,89,1,1
0.1829192,161,0.6677296,0.220365,89,160,149,71,0,1
0.1840554,162,0.9934453,0.2401045,85,159,162,98,0,0
0.1829192,161,0.8041083,0.228013,85,158,144,92,1,1
0.1840554,162,0.8304289,0.2309073,81,161,162,59,0,3
0.1840554,162,1.101955,0.2462265,92,160,162,71,0,1
0.1840554,162,0.8787202,0.2336318,83,159,162,49,1,2
0.1840554,162,0.8396525,0.2314276,80,159,162,46,0,2
0.1840554,162,0.8821128,0.2338232,88,160,162,155,0,0
0.1840554,162,0.9503223,0.2376715,89,159,162,97,0,2
0.1840554,162,0.9965463,0.2402794,82,160,162,70,1,1
0.1840554,162,0.696117,0.2233295,82,159,162,49,0,0
0.1840554,162,0.7591316,0.2268847,79,157,162,123,1,2
0.1840554,162,0.8880499,0.2341582,86,158,162,109,0,1
0.1840554,162,0.3997959,0.2066114,76,159,162,44,0,0
0.1840554,162,0.949885,0.2376468,88,161,162,62,0,1
0.1840554,162,0.8931255,0.2344445,82,160,162,106,0,0
0.1840554,162,0.4608624,0.2100567,76,158,162,38,0,2
0.1840554,162,0.766924,0.2273244,80,159,162,87,0,0
0.1829192,161,0.758551,0.2254582,82,159,151,138,0,0
0.1840554,162,0.8663029,0.2329312,87,160,162,57,0,1
0.1840554,162,0.724901,0.2249535,81,159,162,42,0,1
0.1840554,162,0.580398,0.2168008,80,160,162,59,0,0
0.1840554,162,0.9230889,0.236135,84,158,162,61,0,0
0.1840554,162,0.8839682,0.2339279,86,160,162,124,0,1
0.1840554,162,1.397507,0.2629012,89,160,162,47,0,0
0.1840554,162,1.474238,0.2672303,95,160,162,114,0,1
0.1840554,162,1.376754,0.2617303,92,160,162,156,1,3
0.1840554,162,1.452253,0.2659899,92,161,162,61,1,3
0.1840554,162,1.090797,0.2455969,86,160,162,148,2,3
0.1840554,162,1.460111,0.2664332,100,161,162,154,1,2
0.1840554,162,1.464087,0.2666575,99,161,162,63,0,0
0.1840554,162,1.271014,0.2557646,89,161,162,124,1,2
0.1840554,162,1.07773,0.2448597,91,159,162,66,0,2
0.1840554,162,1.333499,0.2592899,92,161,162,155,0,2
0.1840554,162,1.345903,0.2599897,91,162,162,88,1,2
0.1840554,162,0.8522024,0.2321357,82,159,162,77,0,1
0.1840554,162,0.9518066,0.2377553,90,159,162,53,0,2
0.1840554,162,0.8751421,0.2334299,82,158,162,94,0,0
0.1840554,162,0.7717876,0.2275988,88,159,162,141,0,1
0.1840554,162,0.9550667,0.2379392,89,159,162,71,0,1
0.1840554,162,0.5347837,0.2142273,80,160,162,68,0,2
0.1840554,162,0.4090195,0.2071318,76,162,162,54,0,0
0.1840554,162,0.2869659,0.2002457,80,158,162,36,0,1
0.1829192,161,0.3889991,0.204734,78,157,150,58,0,0
0.1829192,161,0.6763558,0.2208487,84,158,144,43,0,1
0.1840554,162,0.8887655,0.2341985,80,159,162,70,0,3
0.1840554,162,0.1601151,0.1930889,71,157,162,61,0,0
0.1840554,162,0.4326351,0.2084642,81,157,162,38,0,0
0.1840554,162,0.8682244,0.2330396,81,159,162,42,0,0
0.1840554,162,0.7419169,0.2259135,80,158,162,89,0,1
0.1840554,162,1.066359,0.2442182,87,160,162,152,0,0
0.1840554,162,0.9816507,0.239439,86,158,162,79,1,2
0.1840554,162,0.9033032,0.2350188,87,160,162,60,0,1
0.1840554,162,0.6735484,0.2220562,83,160,162,85,0,1
0.1840554,162,1.106991,0.2465106,91,160,162,103,1,1
0.1840554,162,0.4936353,0.2119057,80,160,162,50,1,1
0.1840554,162,0.2543521,0.1984056,72,159,162,38,0,0
0.1840554,162,0.7494044,0.226336,85,162,162,47,0,1
0.1840554,162,0.9117582,0.2354958,94,158,162,154,0,0
0.1829192,161,0.54687,0.2135873,85,157,149,33,0,0
0.1840554,162,0.7878891,0.2285072,82,159,162,68,0,1
0.1840554,162,1.141911,0.2484807,85,160,162,69,0,2
0.1840554,162,1.049661,0.2432761,87,159,162,114,0,1
0.1840554,162,1.081493,0.245072,85,161,162,112,0,0
0.1840554,162,0.5842147,0.2170161,81,158,162,84,0,0
0.1840554,162,1.0946,0.2458115,87,161,162,66,0,0
0.1840554,162,1.408268,0.2635083,94,161,162,82,0,0
0.1840554,162,1.573856,0.2728506,90,160,162,151,1,4
0.1840554,162,1.189844,0.2511851,85,158,162,159,0,2
0.1840554,162,1.138637,0.248296,84,159,162,96,0,1
0.1840554,162,1.263871,0.2553616,86,161,162,82,1,1
0.1840554,162,1.316669,0.2583404,86,160,162,108,2,3
0.1840554,162,1.546887,0.271329,89,161,162,58,0,0
0.1840554,162,1.729186,0.2816141,94,162,162,162,2,4
0.1840554,162,1.337236,0.2595008,85,160,162,152,0,0
0.1840554,162,1.013695,0.2412469,84,158,162,154,1,4
0.1840554,162,1.274221,0.2559455,94,160,162,149,1,1
0.1840554,162,1.301163,0.2574656,87,161,162,127,0,1
0.1840554,162,1.777954,0.2843656,94,161,162,162,2,5
0.1840554,162,1.544396,0.2711885,90,160,162,97,0,1
0.1840554,162,1.545191,0.2712333,90,160,162,94,1,4
0.1840554,162,1.768041,0.2838063,96,161,162,162,1,3
0.1840554,162,1.060595,0.243893,84,159,162,152,0,1
0.1840554,162,1.404955,0.2633214,91,159,162,134,0,4
0.1840554,162,0.8014197,0.2292706,82,157,162,162,1,2
0.1840554,162,1.058766,0.2437898,85,160,162,84,1,3
0.1840554,162,1.528255,0.2702778,93,162,162,154,0,3
0.1829192,161,1.139915,0.2468448,91,160,144,144,0,3
0.1840554,162,0.9981101,0.2403676,84,160,162,132,1,3
0.1840554,162,1.075609,0.2447401,82,159,162,58,1,3
0.1840554,162,0.9903442,0.2399295,92,160,162,99,1,2
0.1840554,162,1.141023,0.2484306,86,159,162,110,1,2
0.1840554,162,0.6767819,0.2222387,77,158,162,82,0,1
0.1840554,162,0.9660396,0.2385583,89,160,162,100,0,1
0.1840554,162,1.051053,0.2433546,88,159,162,162,1,1
0.1840554,162,0.9022696,0.2349604,86,159,162,76,0,0
0.1840554,162,0.4631021,0.2101831,78,158,162,56,0,0
0.1840554,162,0.9503356,0.2376723,92,159,162,85,0,1
0.1840554,162,0.3738877,0.2051497,78,159,162,49,0,1
0.1840554,162,1.322659,0.25867830000000003,92,161,162,162,0,1
0.1840554,162,0.6051268,0.218196,83,158,162,64,0,1
0.1840554,162,0.9692864,0.2387414,93,158,162,122,1,1
0.1840554,162,0.8432969,0.2316333,82,158,162,90,1,1
0.1840554,162,1.410455,0.2636317,94,160,162,162,1,2
0.1840554,162,1.29842,0.2573108,91,161,162,162,0,1
0.1840554,162,0.9846723,0.2396095,95,159,162,79,0,1
0.1840554,162,1.359116,0.2607352,91,160,162,162,1,1
0.1840554,162,1.522211,0.2699369,95,160,162,147,1,2
0.1840554,162,0.9905695,0.2399422,100,160,162,72,1,2
0.1840554,162,1.295902,0.2571687,95,160,162,162,0,0
0.1840554,162,1.045792,0.2430578,95,159,162,83,1,4
0.1840554,162,1.023846,0.2418196,86,160,162,81,0,2
0.1840554,162,0.6275497,0.219461,86,158,162,52,1,1
0.1840554,162,1.327323,0.2589415,94,162,162,56,0,0
0.1840554,162,0.9489441,0.2375938,89,160,162,43,0,2
0.1840554,162,0.9861698,0.239694,91,159,162,53,0,0
0.1840554,162,1.378358,0.2618208,95,160,162,149,0,0
0.1840554,162,0.8875065,0.2341275,87,160,162,51,1,2
0.1840554,162,1.206754,0.2521391,94,159,162,63,1,2
0.1840554,162,1.090094,0.2455573,83,159,162,161,0,1
0.1840554,162,1.251918,0.2546872,89,160,162,156,0,1
0.1840554,162,0.9304042,0.2365478,90,159,162,63,0,0
0.1840554,162,0.2594409,0.1986928,81,158,162,162,0,1
0.1840554,162,0.7226878,0.2248286,88,161,162,138,1,2
0.1840554,162,0.6986614,0.2234731,81,159,162,60,0,1
0.1840554,162,0.7491129,0.2263195,84,159,162,93,0,2
0.1840554,162,1.215845,0.252652,98,159,162,132,0,3
0.1840554,162,1.102035,0.2462309,87,159,162,66,1,1
0.1840554,162,0.7202627,0.2246918,81,159,162,49,0,1
0.1840554,162,0.7781354,0.2279569,87,158,162,38,0,2
0.1840554,162,0.5879651,0.2172277,75,160,162,33,0,2
0.1840554,162,0.6520929,0.2208457,96,158,162,96,0,0
0.1840554,162,0.7692829,0.2274575,84,158,162,101,0,0
0.1829192,161,0.2227688,0.1954119,80,158,117,29,0,0
0.1840554,162,0.77302,0.2276683,89,160,162,59,0,2
0.1840554,162,0.7633458,0.2271225,84,158,162,82,0,1
0.1840554,162,0.7461311,0.2261513,87,160,162,56,0,2
0.1840554,162,0.9289994,0.2364685,86,159,162,47,0,1
0.1840554,162,1.017657,0.2414705,93,161,162,65,1,3
0.1840554,162,1.178222,0.2505294,97,159,162,130,0,0
0.1840554,162,0.7329053,0.2254051,86,159,162,40,1,3
0.1840554,162,0.8447546,0.2317155,85,158,162,129,0,2
0.1840554,162,0.6040799,0.2181369,77,157,162,60,0,0
0.1840554,162,0.277305,0.1997006,79,158,162,30,0,1
0.1840554,162,0.8938411,0.2344849,89,159,162,118,1,1
0.1840554,162,0.08118444,0.1886357,71,158,162,37,0,2
0.1840554,162,0.8802575,0.2337185,85,159,162,72,1,2
0.1840554,162,0.7173604,0.2245281,87,158,162,59,0,1
0.1840554,162,0.5955852,0.2176576,79,160,162,53,1,1
0.1840554,162,0.6818178,0.2225228,84,158,162,60,0,2
0.1840554,162,0.3389944,0.2031811,77,158,162,118,1,1
0.1840554,162,0.4481137,0.2093375,76,158,162,22,0,0
0.1829192,161,0.5891075,0.2159559,81,159,144,47,2,2
0.1840554,162,0.5596582,0.2156307,82,159,162,61,0,0
0.1840554,162,0.6993903,0.2235142,84,160,162,59,0,1
0.1840554,162,1.023038,0.241774,85,159,162,94,0,2
0.1840554,162,0.9478707,0.2375332,85,160,162,58,1,1
0.1840554,162,0.881596,0.2337941,76,159,162,57,1,1
0.1840554,162,1.071011,0.2444806,91,160,162,154,1,3
0.1840554,162,1.017697,0.2414727,83,160,162,102,1,4
0.1840554,162,1.30009,0.257405,97,158,162,142,1,5
0.1840554,162,1.650308,0.2771639,91,161,162,135,0,0
0.1840554,162,1.261817,0.2552457,82,160,162,61,1,4
0.1840554,162,1.516606,0.2696206,94,161,162,102,0,0
0.1840554,162,1.365463,0.2610933,87,161,162,162,1,2
0.1840554,162,1.472555,0.2671353,92,160,162,162,2,2
0.1840554,162,1.321784,0.258629,84,161,162,111,0,4
0.1840554,162,1.765179,0.2836448,91,160,162,162,2,4
0.1840554,162,1.620782,0.2754981,91,160,162,162,1,4
0.1840554,162,1.656219,0.2774974,97,161,162,162,0,1
0.1840554,162,1.79497,0.2853256,97,162,162,111,3,5
0.1840554,162,1.373243,0.2615322,88,158,162,162,1,1
0.1840554,162,1.791723,0.2851424,100,161,162,159,1,4
0.1840554,162,1.672651,0.2784245,92,161,162,162,2,3
0.1840554,162,1.491188,0.2681865,89,160,162,108,2,6
0.1840554,162,1.591547,0.2738487,87,160,162,162,0,4
0.1840554,162,1.138147,0.2482684,87,160,162,95,0,5
0.1840554,162,1.2745,0.2559612,86,160,162,105,1,4
0.1840554,162,1.599274,0.2742846,91,160,162,162,1,3
0.1840554,162,1.521496,0.2698965,99,160,162,162,0,3
0.1840554,162,1.142573,0.2485181,84,160,162,65,0,1
0.1829192,161,1.191606,0.2497435,89,160,151,136,1,2
0.1840554,162,1.572504,0.2727743,96,161,162,162,1,1
0.1840554,162,1.252024,0.2546932,84,160,162,132,0,0
0.1840554,162,1.106023,0.246456,93,158,162,162,0,3
0.1840554,162,1.559755,0.272055,97,160,162,158,0,3
0.1840554,162,1.60916,0.2748424,93,160,162,162,1,2
0.1840554,162,1.867513,0.2894184,94,162,162,162,2,6
0.1840554,162,1.140758,0.2484157,85,158,162,160,1,1
0.1840554,162,1.666118,0.2780559,98,161,162,162,1,5
0.1840554,162,1.589348,0.2737246,96,161,162,162,1,2
0.1840554,162,1.368975,0.2612915,92,161,162,162,0,2
0.1840554,162,1.229111,0.2534004,85,161,162,65,0,0
0.1840554,162,1.30327,0.2575845,82,161,162,82,1,2
0.1840554,162,1.333327,0.2592802,92,160,162,112,0,4
0.1840554,162,0.9826712,0.2394966,82,159,162,71,1,2
0.1840554,162,1.474861,0.2672654,98,161,162,152,0,3
0.1840554,162,1.526028,0.2701522,90,160,162,144,0,0
0.1840554,162,1.076285,0.2447782,84,161,162,154,1,3
0.1840554,162,1.252262,0.2547066,90,160,162,82,0,0
0.1840554,162,1.158582,0.2494213,98,160,162,74,0,2
0.1840554,162,1.220033,0.2528883,87,162,162,82,1,1
0.1840554,162,0.8579937,0.2324624,83,160,162,64,1,2
0.1840554,162,1.07227,0.2445517,94,161,162,82,0,2
0.1840554,162,0.9493417,0.2376162,82,159,162,69,0,2
0.1840554,162,1.213897,0.2525421,95,160,162,71,1,3
0.1840554,162,1.169621,0.2500441,86,158,162,109,1,1
0.1840554,162,0.9671262,0.2386196,84,161,162,42,0,2
0.1840554,162,1.201639,0.2518505,86,160,162,130,1,2
0.1840554,162,1.194999,0.2514759,89,160,162,148,1,2
0.1840554,162,1.221703,0.2529825,85,161,162,124,0,1
0.1840554,162,1.08213,0.2451079,83,160,162,108,1,2
0.1840554,162,1.534192,0.2706128,87,160,162,69,0,0
0.1840554,162,1.250155,0.2545878,93,161,162,162,1,2
0.1840554,162,0.7007553,0.2235912,79,159,162,94,0,2
0.1840554,162,1.251706,0.2546752,89,160,162,114,0,0
0.1840554,162,1.64889,0.2770839,93,161,162,162,2,3
0.1840554,162,1.396076,0.2628205,90,162,162,95,0,1
0.1840554,162,1.197888,0.2516389,89,160,162,162,1,1
0.1840554,162,1.266919,0.2555336,89,160,162,162,1,2
0.1840554,162,1.3432,0.2598372,89,159,162,80,1,3
0.1840554,162,1.108104,0.2465734,86,159,162,84,1,1
0.1840554,162,1.595099,0.2740491,89,162,162,161,1,3
0.1840554,162,1.442088,0.2654164,89,161,162,162,0,0
0.1840554,162,1.669683,0.278257,94,161,162,162,2,4
0.1840554,162,1.305099,0.2576876,89,160,162,66,2,3
0.1840554,162,1.361713,0.2608817,87,159,162,162,0,3
0.1840554,162,1.649115,0.2770966,90,160,162,161,0,3
0.1840554,162,1.34267,0.2598073,90,159,162,162,0,1
0.1840554,162,1.420792,0.2642149,93,160,162,113,1,1
0.1840554,162,1.579037,0.2731429,97,161,162,153,0,0
0.1840554,162,1.074112,0.2446556,96,160,162,81,0,2
0.1840554,162,1.258862,0.255079,90,161,162,158,2,3
0.1840554,162,0.9011166,0.2348954,83,158,162,88,0,0
0.1840554,162,1.284982,0.2565527,92,160,162,162,0,0
0.1840554,162,0.6069689,0.2182999,88,159,162,112,0,0
0.1840554,162,1.210041,0.2523245,88,160,162,52,0,2
0.1840554,162,0.8426873,0.2315989,79,160,162,68,1,2
0.1840554,162,1.049529,0.2432686,90,160,162,110,0,2
0.1840554,162,1.069182,0.2443775,87,160,162,104,0,1
0.1840554,162,1.439703,0.2652818,90,159,162,148,0,2
0.1840554,162,0.8981083,0.2347257,85,160,162,72,1,3
0.1840554,162,1.470634,0.2670269,90,161,162,150,2,2
0.1840554,162,1.495853,0.2684497,91,160,162,162,1,1
0.1840554,162,1.488551,0.2680378,93,159,162,149,0,3
0.1840554,162,1.154845,0.2492105,93,159,162,121,1,3
0.1840554,162,1.423575,0.2643719,91,160,162,162,1,5
